Release_Date,Title,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Poster_Url
5/26/2021,Meander,"After getting a car ride from an unknown man, Lisa wakes up in a tube. On her arm is strapped a bracelet with a countdown. She quickly understands that every 8 minutes, fire burns an occupied section. She has no choice but to crawl into safe sections to survive. To know why she’s there and how to get out, Lisa will have to face the memories of her dead daughter…",256.866,218,6.1,fr,"Horror, Science Fiction, Drama, Thriller",https://image.tmdb.org/t/p/original/2OTIAx8AmwGCaXmq5ohQCyPUjdC.jpg
5/27/2021,Blue Miracle,"To save their cash-strapped orphanage, a guardian and his kids partner with a washed-up boat captain for a chance to win a lucrative fishing competition.",25.023,197,7.6,en,"Adventure, Drama, Family",https://image.tmdb.org/t/p/original/xBdP9Z0oVAx25tM2gUOtq298jxR.jpg
5/27/2021,Endangered Species,"Jack Halsey takes his wife, their adult kids, and a friend for a dream vacation in Kenya. But as they venture off alone into a wilderness park, their safari van is flipped over by an angry rhino, leaving them injured and desperate. Then, as two of them go in search of rescue, a bloody, vicious encounter with a leopard and a clan of hyenas incites a desperate fight for survival.",52.255,109,6.1,en,"Thriller, Action",https://image.tmdb.org/t/p/original/ccsSqbpEqr2KK9eMvoeF8ERFCd5.jpg
5/27/2021,Friends: The Reunion,"The cast of Friends reunites for a once-in-a-lifetime celebration of the hit series, an unforgettable evening filled with iconic memories, uncontrollable laughter, happy tears, and special guests.",47.536,814,8.1,en,Documentary,https://image.tmdb.org/t/p/original/bT3c4TSOP8vBmMoXZRDPTII6eDa.jpg
5/27/2021,The Marco Effect,"When 14-year-old Marco, a homeless Romani boy, is arrested at the Danish border for possession of a missing public servant's passport, police inspector Carl Mørck and his Department Q team are tasked with finding the connection. The old case contains several suspicious elements: The public servant was accused of pedophilia shortly before he disappeared, and his case was closed unusually quickly. But the silent, traumatized Marco refuses to talk to them and it's not long before he's on the run from those who intend to kill him because of what he knows.",60.516,25,6.3,da,"Thriller, Crime",https://image.tmdb.org/t/p/original/fZNugFFV3xCNVR2Br4xGgfJil0Q.jpg
5/28/2021,American Traitor: The Trial of Axis Sally,"The life of American woman Mildred Gillars and her lawyer, who struggles to redeem her reputation. Dubbed “Axis Sally” for broadcasting Nazi propaganda to American troops during World War II, Mildred’s story exposes the dark underbelly of the Third Reich's hate-filled propaganda machine, her eventual capture in Berlin, and subsequent trial for treason against the United States after the war.",20.902,32,5.8,en,"History, Drama",https://image.tmdb.org/t/p/original/eB6IprCYs6EQE9I6EBScsa7Bmad.jpg
5/28/2021,Growing Fangs,"Val Garcia, a Mexican-American teen who is half human/half vampire, has had to keep her identity a secret from both worlds. But when her human best friend shows up at her monster-infested school, she has to confront her truth, her identity, and herself.",15.305,11,6.8,en,Drama,https://image.tmdb.org/t/p/original/4aOSsGy8Pal5VgtiBkhw27boVk1.jpg
5/28/2021,Riverdance: The Animated Adventure,A young Irish boy named Keegan and Spanish girl named Moya journey into a magical world of the Megaloceros Giganteus who teach them to appreciate Riverdance as a celebration of life. Based on the stage show phenomenon of the same name and featuring Bill Whelan’s multi-platinum Grammy Award-winning music.,250.831,28,5.2,en,"Animation, Fantasy, Music, Adventure, Comedy, Family",https://image.tmdb.org/t/p/original/i6TRDlVuuEXMyLSlIkDd8YhBN0r.jpg
5/28/2021,The Little Prince(ss),"When Gabriel, a 7-year-old Chinese kid who loves ballet, becomes friends with Rob, another Chinese kid from school, Rob’s dad gets suspicious about Gabriel's feminine behavior and decides to intervene.",16.689,106,7.2,en,"Family, Drama",https://image.tmdb.org/t/p/original/4O65UNeSnWqRcuTUFcy75PluCzz.jpg
5/29/2021,Oslo,"The true story of negotiations between implacable enemies — the secret back-channel talks, unlikely friendships and quiet heroics of a small but committed group of Israelis, Palestinians and one Norwegian couple that led to the 1993 Oslo Peace Accords.",14.601,51,6.8,en,"TV Movie, Drama, History",https://image.tmdb.org/t/p/original/bZACZg9CKTIgjP7NdpvQJQBPUV5.jpg
6/1/2021,Potter's Ground,A former Confederate marauder tries to make a clean start on a Texas dirt farm with his wife and young daughter. He quickly learns that sometimes the past just won't stay buried.,18.501,28,6.3,en,"Drama, Thriller, Western",https://image.tmdb.org/t/p/original/vsw6fmSCjrQrnvAT3YMDjFuZvII.jpg
6/1/2021,Super Monsters: Once Upon a Rhyme,"From Goldilocks to Hansel and Gretel, the Super Monsters reimagine classic fairy tales and favorite nursery rhymes with a musical, magical spin!",52.867,60,6.4,en,Animation,https://image.tmdb.org/t/p/original/unIkHTdCEIdHdtmWjEwfv7Ifllk.jpg
6/2/2021,Carnaval,"After a breakup, an influencer takes her friends on a free trip to Bahia's vibrant Carnival, where she learns life's not just about social media likes.",40.744,53,5.2,pt,Comedy,https://image.tmdb.org/t/p/original/ze1Sdb7WB64TBJhPqg8sJtwQtes.jpg
6/2/2021,Kids Are Back,"Catherine and Yann, happily married for many years, should have spent the year travelling abroad. But since he sold his business, Yann has been too busy with his bonsai trees and keeps postponing the big trip. Things go from bad to worse when their 27-year-old broke daughter and her boyfriend lose their apartment and come knocking on the door to stay. With Yann’s mid-life crisis spinning out of control, their couch surfing daughter and partner getting increasingly invasive and their stay becoming indefinite, Catherine will try everything to kick them out of the parental home and get her life back on track!",49.101,43,5.1,fr,Comedy,https://image.tmdb.org/t/p/original/tDnkvlBXXiIkAowjtzLeU54ZVhK.jpg
6/2/2021,Petite maman,"Eight-year-old Nelly has just lost her beloved grandmother and is helping her parents clean out her mother's childhood home. She explores the house and the surrounding woods where her mother used to play and where she built the fort Nelly has heard so much about. One day her mother suddenly leaves, and Nelly meets a girl of her own age in the woods, building a fort.",26.905,105,7,fr,"Drama, Fantasy",https://image.tmdb.org/t/p/original/56UDkXqeqIJqcBtAq1hzHsiOxtR.jpg
6/3/2021,Dancing Queens,"The story of Dylan Pettersson, a 23-year-old girl from a small island in the Swedish archipelago with big dancing aspirations.",30.762,69,5.9,sv,"Comedy, Drama",https://image.tmdb.org/t/p/original/xq2pkQZV5Yt1METvy5S0QjmCpsn.jpg
6/3/2021,Juan Luis Guerra 4.40: Entre Mar y Palmeras,"The renowned Dominican composer, musician, producer, and singer Juan Luis Guerra offers a historic concert from the beautiful and lush beaches of Miches, located in the eastern region of the Dominican Republic.",19.736,41,8.3,es,Music,https://image.tmdb.org/t/p/original/gNxZRjdT9scyeSmTuzGL6vUPSU5.jpg
6/3/2021,The Misfits,"After being recruited by a group of unconventional thieves, renowned criminal Richard Pace finds himself caught up in an elaborate gold heist that promises to have far-reaching implications on his life and the lives of countless others.",121.906,223,5.5,en,"Action, Thriller",https://image.tmdb.org/t/p/original/dPOyYnCkRbWAEem85N3VFpQODf5.jpg
6/3/2021,The Perfect Wedding,"Lindsay is about to marry the man of her dreams- until everything spirals out of control at her bachelorette party. With the wedding called off, she soon uncovers her friends devious scheme to steal away the man she loves.",15.238,1,2,en,"Thriller, TV Movie",https://image.tmdb.org/t/p/original/expZLrqEWyYn5vuAwoHMmG1KSsW.jpg
6/4/2021,Ama,"A portrait of the myth of maternity around the story of Pepa and her daughter, who are evicted from their home and forced to wander for a place to live with no support network.",31.741,44,6.5,es,Drama,https://image.tmdb.org/t/p/original/mBKWFzXU1kxLj8V3bT9Rl45Be30.jpg
6/4/2021,Breaking Boundaries: The Science of Our Planet,David Attenborough and scientist Johan Rockström examine Earth's biodiversity collapse and how this crisis can still be averted.,14.218,34,7.5,en,Documentary,https://image.tmdb.org/t/p/original/kRs7kdlw06DVkxOVidWloqZ3HCw.jpg
6/4/2021,Como Hackear Seu Chefe,"Victor accidentally sends a compromising email to his nagging boss. With the help of his office crush and a clueless friend, he'll try to save his job while having to deal with a rook hacker the porn industry, a children's online game and Smiley, the company mascot.",25.758,38,6.7,pt,Comedy,https://image.tmdb.org/t/p/original/sXIIGA2VeK1FAhd9c547kcBIryq.jpg
6/4/2021,Gully,"A slightly dystopian vision of LA, we follow three disaffected teenagers, Jessie, Calvin and Nicky, all victims of extreme childhoods, running supreme hedonistic riot as they try to work out a way in life.",22.017,24,4.7,en,"Drama, Crime",https://image.tmdb.org/t/p/original/dydDu5jkXXXyxgx1THa9BQLkGq0.jpg
6/4/2021,Rurouni Kenshin: The Beginning,"Before he was a protector, Kenshin was a fearsome assassin known as Battosai. But when he meets gentle Tomoe Yukishiro, a beautiful young woman who carries a huge burden in her heart, his life will change forever.",151.971,252,7.8,ja,"Action, Adventure, Drama",https://image.tmdb.org/t/p/original/rODS466qSdrwMlGdbUwPENhDN2c.jpg
6/4/2021,Sweet & Sour,"Faced with real-world opportunities and challenges, a couple endures the highs and lows of trying to make a long-distance relationship survive.",134.71,82,7.9,ko,"Comedy, Romance",https://image.tmdb.org/t/p/original/3yGwAPl6LWpi8QwHjwCMaqsPgNB.jpg
6/4/2021,Trippin’ with the Kandasamys,"To rekindle their marriages, best friends-turned-in-laws Shanthi and Jennifer plan a couples' getaway. But it comes with all kinds of surprises.",23.724,33,7.1,en,"Comedy, Romance",https://image.tmdb.org/t/p/original/89xDX9eYSaqCPD4RNqXYzuRhqW3.jpg
6/4/2021,Xtreme,"Two years after the murder of his son and father, a retired hitman sets in motion a carefully crafted revenge plan against the killer: his own brother.",40.937,189,6.6,es,"Action, Adventure, Crime",https://image.tmdb.org/t/p/original/cwUhVcDeMYYeu8fq5q1OPOoSbZ7.jpg
6/5/2021,Gone Mom: The Disappearance of Jennifer Dulos,"Jennifer Dulos, the wealthy, Connecticut mother-of-five who mysteriously vanished.",257.852,113,7.8,en,"TV Movie, Thriller, Crime",https://image.tmdb.org/t/p/original/mzTNGnLG6LTHmrqrY0IADHDuyOJ.jpg
6/5/2021,The Forgotten Battle,"November 1944. On the flooded isle of Walcheren, Zeeland, thousands of Allied soldiers are battling the German army. Three young lives become inextricably connected. A Dutch boy fighting for the Germans, an English glider pilot and a girl from Zeeland connected to the resistance against her will, are forced to make crucial choices that impact both their own freedom and the freedom of others.",49.317,359,7.2,nl,"War, History, Drama",https://image.tmdb.org/t/p/original/wU8ijITXE2ZgoXJexTQByJiHCbp.jpg
6/7/2021,Security,"After the assault of a young woman in their seaside town, a security expert and his family get caught in a powerful riptide of secrets and lies.",35.507,138,5.7,it,Thriller,https://image.tmdb.org/t/p/original/wLjN3vIw63GJ6m1J2fhGL3D2VXd.jpg
6/9/2021,Awake,"After a sudden global event wipes out all electronics and takes away humankind’s ability to sleep, chaos quickly begins to consume the world. Only Jill, an ex-soldier with a troubled past, may hold the key to a cure in the form of her own daughter. The question is, can Jill safely deliver her daughter and save the world before she herself loses her mind.",121.733,796,6,en,"Drama, Science Fiction, Thriller",https://image.tmdb.org/t/p/original/uZkNbB8isWXHMDNoIbqXvmslBMC.jpg
6/10/2021,In the Heights,"The story of Usnavi, a bodega owner who has mixed feelings about closing his store and retiring to the Dominican Republic or staying in Washington Heights.",31.632,456,7.3,en,"Drama, Music, Romance",https://image.tmdb.org/t/p/original/RO4KoJyoQMQzh9z76d4v4FJMmJ.jpg
6/10/2021,Sisters on Track,Three track star sisters face obstacles in life and in competition as they pursue Junior Olympic dreams in this extraordinary coming of age journey.,15.231,7,7.3,en,Documentary,https://image.tmdb.org/t/p/original/mNRbKzh8Xkz96j70P6KnjRf7WM4.jpg
6/10/2021,There's Something About Mario,"Mario decides to tell his family the truth about himself. But when he is finally ready to come out in front of the entire family, his older brother Vicente ruins his plans.",22.177,22,5.8,pt,Comedy,https://image.tmdb.org/t/p/original/suXQOby3Vtxth3WaCilyNiSGBb1.jpg
6/11/2021,Adventures of a Mathematician,"The warmhearted story of Polish immigrant and mathematician Stan Ulam, who moved to the U.S. in the 1930s. Stan deals with the difficult losses of family and friends all while helping to create the hydrogen bomb and the first computer.",27.523,28,6.2,en,"Drama, History",https://image.tmdb.org/t/p/original/j2QwbzBQNEw0Wx8ijiCqDZv3TVP.jpg
6/11/2021,Dinosaur Hotel,"Sienna is desperate to win a large cash prize in a secret underground game show. However, Dinosaur's begin to hunt her down for the entertainment of the rich and wealthy. Can she be the last to survive the horrific night to win the prize?",78.145,50,5.2,en,"Horror, Science Fiction, Mystery",https://image.tmdb.org/t/p/original/qISzj26R3LnsChQcXQKnuyxQQhK.jpg
6/11/2021,Just Once,"Laura, a specialized psychologist in sexist violence, receives the couple composed by Eva and Pablo when he is reported for abuse, at the same time that she suffers the consequences of trying to protect women from abusers.",24.668,5,5.4,es,Drama,https://image.tmdb.org/t/p/original/xdUvxxTSzZYz2LeSbyEld7JZYmp.jpg
